# t (s)	mx ()	my ()	mz ()	B_demagx (T)	B_demagy (T)	B_demagz (T)
4.494801021430361e-08	0.9400473	-0.33745238	-0.04936617	-0.33867878	0.12157681	0.017785566
4.50574085573054e-08	0.99115354	-0.12319805	-0.049366202	-0.3570912	0.044385597	0.017785575
4.5166854903420734e-08	0.99404526	0.097144544	-0.049366195	-0.35813302	-0.034999087	0.017785575
4.5276590783407946e-08	0.94836605	0.31331286	-0.049366146	-0.34167582	-0.11287986	0.017785557
4.53860903121252e-08	0.8565242	0.5137405	-0.049366158	-0.3085872	-0.18508959	0.017785562
4.5495818385702515e-08	0.7226299	0.6894702	-0.04936672	-0.26034796	-0.24840124	0.017785763
4.5605499089532965e-08	0.55345696	0.83141357	-0.049366757	-0.1993986	-0.2995404	0.017785778
4.571512694603701e-08	0.35732707	0.93267375	-0.04936649	-0.12873724	-0.33602223	0.017785681
4.5824824640850184e-08	0.14360726	0.9884028	-0.04936616	-0.051738597	-0.3561002	0.017785562
4.593409178372732e-08	-0.07626819	0.99586457	-0.049366176	0.027477782	-0.35878855	0.017785568
4.604368067698362e-08	-0.29306394	0.9548176	-0.049366336	0.105584614	-0.34400016	0.017785626
4.615340625765664e-08	-0.49579668	0.86703444	-0.04936607	0.17862484	-0.3123738	0.01778553
4.626322627251825e-08	-0.6744123	0.73670286	-0.049366407	0.24297622	-0.26541814	0.017785652
4.637314110320715e-08	-0.8200852	0.5701082	-0.049366288	0.29545903	-0.20539767	0.017785609
4.6482554310770165e-08	-0.9251154	0.37646315	-0.049366176	0.3332991	-0.13563153	0.017785568
4.659189488435851e-08	-0.9851163	0.1646478	-0.04936621	0.35491616	-0.05931905	0.017785579
4.670164476592388e-08	-0.9972102	-0.055991236	-0.0493662	0.35927334	0.020172436	0.017785575
4.6811312873269755e-08	-0.96053874	-0.2737308	-0.049366098	0.3460614	0.09861931	0.017785542
4.692097311252175e-08	-0.8769292	-0.47807777	-0.049365997	0.3159387	0.17224109	0.017785504
4.703070157097851e-08	-0.75037605	-0.65916526	-0.04936583	0.27034432	0.23748302	0.017785443
4.71403131747972e-08	-0.58729994	-0.80786246	-0.04936581	0.21159148	0.2910554	0.017785437
4.724966166285375e-08	-0.39603674	-0.9169068	-0.04936611	0.14268349	0.33034173	0.017785544
4.7359227285975175e-08	-0.18509878	-0.9814793	-0.049366012	0.06668709	0.3536058	0.017785508
4.7468532619891715e-08	0.034344047	-0.9981901	-0.049366076	-0.0123734195	0.35962635	0.01778553
4.757816773347006e-08	0.2527632	-0.96626794	-0.049366	-0.09106512	0.3481255	0.017785506
4.768783680960983e-08	0.45889664	-0.88711727	-0.049365774	-0.16533056	0.31960922	0.017785423
4.779739699758818e-08	0.6424331	-0.76475006	-0.04936631	-0.23145479	0.27552295	0.017785616
4.7907150404203145e-08	0.79486954	-0.60476905	-0.049365863	-0.28637433	0.21788524	0.017785456
4.801645910265179e-08	0.90802324	-0.41600117	-0.049365897	-0.32714117	0.14987625	0.017785467
4.812587428554218e-08	0.977132	-0.20682375	-0.049365982	-0.35203958	0.074514136	0.017785499
4.8235497468026173e-08	0.9986983	0.01283528	-0.049366005	-0.35980946	-0.0046242746	0.017785506
4.8345176114328355e-08	0.971468	0.2319765	-0.04936601	-0.34999895	-0.08357613	0.017785508
4.845477024580807e-08	0.8968238	0.43962485	-0.049366165	-0.3231063	-0.15838733	0.017785564
4.856425853597985e-08	0.7785403	0.62565005	-0.04936622	-0.2804913	-0.22540821	0.017785585
4.867409059092723e-08	0.6217879	0.78162843	-0.049366012	-0.22401676	-0.28160387	0.017785508
4.8783972481193216e-08	0.43446532	0.8993348	-0.049366195	-0.15652849	-0.32401094	0.017785575
4.889369906786397e-08	0.2261304	0.9728454	-0.049366448	-0.08146989	-0.35049516	0.017785665
4.9003407300764895e-08	0.006767928	0.99875784	-0.04936636	-0.0024383385	-0.35983092	0.017785633
4.911312235067754e-08	-0.21293853	0.97581774	-0.04936628	0.07671716	-0.35156608	0.017785607
4.922279271611728e-08	-0.42214692	0.90518236	-0.04936628	0.15209043	-0.3261177	0.017785607
4.933243825623989e-08	-0.61068267	0.7903352	-0.04936637	0.22001578	-0.2847407	0.017785639
4.944233663916349e-08	-0.76970905	0.6364833	-0.049366336	0.27730954	-0.2293112	0.017785626
4.955209532405063e-08	-0.89083105	0.45164505	-0.049366076	0.3209472	-0.16271797	0.01778553
4.9661747784267184e-08	-0.9682896	0.24490485	-0.049366176	0.34885383	-0.08823393	0.017785568
4.977130751620188e-08	-0.9984322	0.026385363	-0.049366117	0.35971355	-0.0095060775	0.017785545
4.988093510134505e-08	-0.97984666	-0.19355533	-0.04936611	0.35301757	0.069733806	0.017785544
